CaseDate,TotalApproved
2024-01-06,1
2024-01-08,1
2024-01-10,2
2024-01-11,7
2024-01-12,3
2024-01-14,3
2024-01-16,7
2024-01-18,2
2024-01-19,2
2024-01-20,3
2024-01-21,2
2024-01-25,8
2024-01-26,7
2024-01-27,1
2024-01-28,1
2024-01-30,1
2024-01-31,1
2024-02-03,2
2024-02-04,1
2024-02-06,2
2024-02-07,2
2024-02-08,3
2024-02-09,3
2024-02-13,1
2024-02-15,2
2024-02-22,1
2024-02-25,2
2024-03-03,1
2024-03-14,1
2024-03-25,2
2024-04-08,1
2024-04-28,1
2024-05-17,2
2024-06-10,1
2024-06-18,1
2024-07-24,1
2024-07-25,3
2024-07-26,10
2024-08-13,1
2024-10-21,1
2024-11-22,1
